,Twitter Account,Number of Tweets Ago,Date,Tweet,Compound Score,Positive Score,Neutral Score,Negative Score
275,CNN,76,Fri Jan 05 01:20:12 +0000 2018,Sean Spicer on his time as White House press secretary: There were times I screwed up https://t.co/w3RNT7BDJt https://t.co/KNpVSEZB4U,-0.4939,0.0,0.833,0.167
276,CNN,77,Thu Jan 04 22:12:50 +0000 2018,Amazon's smart mirror patent teases the future of fashion https://t.co/9zjEc67g8u https://t.co/s27rc2EkoQ,0.128,0.194,0.647,0.158
277,CNN,78,Thu Jan 04 18:45:21 +0000 2018,RT @cnnbrk: At least 8 million are under blizzard warnings. 58 million are in the storm's path. At least 16 have died. Get live updates on…,-0.7003,0.0,0.799,0.201
278,CNN,79,Thu Jan 04 15:47:05 +0000 2018,"A quirky law will settle a tied Virginia state legislature race, and stakes have seldom been higher. A winner's nam… https://t.co/HwY09NJGrD",0.0,0.0,1.0,0.0
279,CNN,80,Thu Jan 04 13:12:27 +0000 2018,RT @CNNPolitics: Former White House communications director Anthony Scaramucci on the portrayal of the Trump campaign in Michael Wolff's bo…,0.0,0.0,1.0,0.0
280,CNN,81,Thu Jan 04 09:17:09 +0000 2018,"Andy Murray, who has not played competitively since July because of a hip injury, has withdrawn from the Australian… https://t.co/xpNHhbL0TT",-0.5908,0.0,0.779,0.221
281,CNN,82,Thu Jan 04 06:00:17 +0000 2018,Some children living in the southern US were very excited to see snow for the first time https://t.co/slO2ffxWNq https://t.co/KlpoZquRxI,0.4005,0.13,0.87,0.0
282,CNN,83,Thu Jan 04 03:36:24 +0000 2018,"RT @TheLeadCNN: CNN's @JakeTapper: Excerpts from the new Trump book ""range from the bizarre to the stunning and some may even have legal ra…",0.2023,0.15,0.766,0.084
283,CNN,84,Wed Jan 03 23:30:10 +0000 2018,"Listen to what Iran protesters are really saying, writes Hamid Yazdan Panah for @CNNOpinion https://t.co/ejThaB0pV8 https://t.co/zqAqVeFG4D",-0.2263,0.0,0.888,0.112
284,CNN,85,Wed Jan 03 20:20:09 +0000 2018,Former Trump campaign chairman Paul Manafort sues special counsel Robert Mueller https://t.co/hPdkv6hZz8 https://t.co/zdZsrEE7DF,0.4019,0.184,0.816,0.0
285,CNN,86,Wed Jan 03 17:08:56 +0000 2018,Inside Japan's 'suicide forest' https://t.co/cSZ9bm6ja9 https://t.co/aMI1YnBQRm,-0.6705,0.0,0.526,0.474
286,CNN,87,Wed Jan 03 13:42:03 +0000 2018,"5 things for Wednesday:

- North and South Korea
- Politics
- Iran protests
- Joshua Boyle
- Weather… https://t.co/YI5TQMzaKk",-0.2263,0.0,0.872,0.128
287,CNN,88,Wed Jan 03 10:38:19 +0000 2018,"Geriatricians, cancer specialists and health system analysts say that an epidemic of medical tests in older patient… https://t.co/jD1ErYEq3I",-0.6597,0.0,0.794,0.206
288,CNN,89,Wed Jan 03 07:00:13 +0000 2018,The Republican opposition to President Donald Trump is poised to get a new champion: Mitt Romney… https://t.co/X1fQmZMF0i,0.7096,0.296,0.704,0.0
289,CNN,90,Wed Jan 03 03:00:12 +0000 2018,"Former Milwaukee Sheriff David A. Clarke, Jr., a vocal surrogate for President Trump, was temporarily blocked from… https://t.co/N0W1TvZBjU",-0.2732,0.0,0.884,0.116
290,CNN,91,Wed Jan 03 00:40:31 +0000 2018,"""Donald Trump is a very dangerous man. He does not belong in the presidency. ... I'm not going to support any membe… https://t.co/eWJCJBi14W",-0.6859,0.0,0.78,0.22
291,CNN,92,Tue Jan 02 22:28:02 +0000 2018,Sports may be the topic of conversation between North Korea and South Korea. But it's the fact of the conversation… https://t.co/BPLFm1Hc8C,0.0,0.0,1.0,0.0
292,CNN,93,Tue Jan 02 19:40:11 +0000 2018,"It's not just pot: California is legislating guns, tampons and diaper changes in 2018 https://t.co/oXAo2MdLnV https://t.co/KMddnbnzy5",0.0,0.0,1.0,0.0
293,CNN,94,Tue Jan 02 16:01:06 +0000 2018,Solo climbers have been banned from scaling Mount Everest https://t.co/Pjgts6crlC https://t.co/q8oV2j1uHG,-0.4588,0.0,0.769,0.231
294,CNN,95,Tue Jan 02 13:05:37 +0000 2018,Pro golfer Taylor Funk on President Trump’s golf game: “He shot a legit 36 on the front nine… He’s definitely a lot… https://t.co/pRNnr0nzdf,0.4019,0.119,0.881,0.0
295,CNN,96,Tue Jan 02 10:15:14 +0000 2018,"Flying in 2017 was safer than it's ever been, with zero jet-powered commercial passenger plane crashes… https://t.co/puWuBR7P6A",0.4215,0.149,0.851,0.0
296,CNN,97,Tue Jan 02 06:00:07 +0000 2018,Catching up on news from the holidays? Here are 7 key stories you might have missed  https://t.co/6FDFbyGovq https://t.co/U7bsSYjiGu,0.1027,0.131,0.758,0.111
297,CNN,98,Tue Jan 02 01:30:08 +0000 2018,"America's health crisis is the result of greedy corporations and their reckless practices, writes Jeffrey Sachs for… https://t.co/mbew8gaj4e",-0.8442,0.0,0.622,0.378
298,CNN,99,Mon Jan 01 22:00:23 +0000 2018,"At least 12 people have been killed in four days of demonstrations in Iran, state media reported, in the biggest ch… https://t.co/Fn2xPocops",-0.6705,0.0,0.824,0.176
299,CNN,100,Mon Jan 01 19:00:08 +0000 2018,"The Colorado gunman who killed a deputy was an Iraq veteran, official says https://t.co/q09hPjQHIy https://t.co/hgiqCJlrCL",-0.6705,0.0,0.743,0.257
300,Fox,1,Mon Jan 15 07:15:01 +0000 2018,".@TerryMcAuliffe Rips 'Disgraceful, Disgusting' @POTUS Over DACA Remarks https://t.co/iIgeN4YJcd",-0.5267,0.0,0.702,0.298
301,Fox,2,Mon Jan 15 04:12:03 +0000 2018,"This morning, President @realDonaldTrump declared that ""DACA is probably dead."" https://t.co/rmJNZSMcH1 https://t.co/iMXz7UKLIg",0.0,0.0,1.0,0.0
302,Fox,3,Mon Jan 15 02:17:02 +0000 2018,.@realDonaldTrump denied claims that he's a racist following allegations of a vulgar comment that lawmakers said he… https://t.co/BXbV7lYAGA,-0.7845,0.0,0.67,0.33
303,Fox,4,Mon Jan 15 00:09:14 +0000 2018,"Defense Attorney Robert Schalk on possible #Trump interview with Mueller: ""[@POTUS] could be opening himself up...t… https://t.co/5FHthYxRfG",0.128,0.086,0.914,0.0
304,Fox,5,Sun Jan 14 22:32:33 +0000 2018,UK politician's model girlfriend suspended after reported 'vile' Meghan Markle remarks https://t.co/RRTWldTttq,-0.4767,0.0,0.78,0.22
305,Fox,6,Sun Jan 14 21:47:53 +0000 2018,"Amb. James Jeffrey on North Korea: ""All of the good emergency preparedness training and exercises in the world will… https://t.co/zhjqnjyj5M",0.0772,0.123,0.766,0.111
306,Fox,7,Sun Jan 14 20:53:06 +0000 2018,".@AllysiaFinley on potential bipartisan immigration deal: ""I think this is a big political winner for [@POTUS]. He… https://t.co/MB4d0ik1cv",0.5859,0.192,0.808,0.0
307,Fox,8,Sun Jan 14 19:59:14 +0000 2018,.@RepMaxineWaters and @repjohnlewis skipping @POTUS's State of the Union. https://t.co/8uLEuEY0MR,0.0,0.0,1.0,0.0
308,Fox,9,Sun Jan 14 18:54:04 +0000 2018,First indictment in Uranium One probe. https://t.co/li4AdKaepp,0.0,0.0,1.0,0.0
309,Fox,10,Sun Jan 14 17:35:32 +0000 2018,".@RajShah45: ""@POTUS wants to see real border security. He wants to see movement on chain migration and ending the… https://t.co/nG1kcmfaiy",0.34,0.112,0.888,0.0
310,Fox,11,Sun Jan 14 15:30:37 +0000 2018,"RT @FoxBusiness: Walmart just took its employee benefits to the next level, here's a look   https://t.co/jbVAq7jikE",0.3818,0.157,0.843,0.0
311,Fox,12,Sun Jan 14 14:37:05 +0000 2018,RT @FoxNewsSunday: .@AGBecerra on why refugees from El Salvador are still in U.S. on temporary protected status: “Clearly things are broken…,0.4404,0.127,0.873,0.0
312,Fox,13,Sun Jan 14 14:14:49 +0000 2018,RT @FoxNewsSunday: .@SecNielsen on @POTUS’ tough language in immigration meeting: I don’t recall him using that phrase...he will continue t…,-0.128,0.0,0.923,0.077
313,Fox,14,Sun Jan 14 11:21:40 +0000 2018,".@MichaelRCaputo: “There were hundreds, if not just over a thousand people, who were unmasked for what appears to b… https://t.co/5l2kpKymbX",0.0,0.0,1.0,0.0
314,Fox,15,Sun Jan 14 07:30:03 +0000 2018,Fog shrouds the Martin Luther King Jr. Memorial in Washington on Friday. The federal holiday to commemorate his bir… https://t.co/ADXWlXQMMA,0.4019,0.124,0.876,0.0
315,Fox,16,Sun Jan 14 03:37:00 +0000 2018,Sean Penn: Donald Trump Is 'An Enemy of Mankind' https://t.co/92QNwNd1ln,-0.5423,0.0,0.72,0.28
316,Fox,17,Sun Jan 14 00:56:50 +0000 2018,"Hugo Gurdon on DACA: ""The building of a wall does not stop points of entry, it just makes sure that people enter th… https://t.co/eJi2kWoHtZ",0.4919,0.166,0.834,0.0
317,Fox,18,Sat Jan 13 23:21:46 +0000 2018,"Vern Miyagi: ""We'll have a cancellation template that's already been inserted."" https://t.co/Sy6H2YnYaL",0.0,0.0,1.0,0.0
318,Fox,19,Sat Jan 13 22:12:02 +0000 2018,"Gordon Chang: ""Within a year the North Koreans will be able to land a nuke anywhere in the American homeland. They… https://t.co/4iHlXlIcXx",0.0,0.0,1.0,0.0
319,Fox,20,Sat Jan 13 21:21:48 +0000 2018,"50 years later, Johnny Cash's Folsom Prison album continues to captivate and resonate https://t.co/AVeGXRXCVE",-0.5106,0.0,0.798,0.202
320,Fox,21,Sat Jan 13 20:16:04 +0000 2018,"Jim Walsh on Hawaii missile alert mistake: ""The biggest way to protect ourselves is to make sure that we freeze Nor… https://t.co/ylayQkfgC3",0.5994,0.3,0.614,0.087
321,Fox,22,Sat Jan 13 19:13:50 +0000 2018,".@GordonGChang on the mistake ballistic missile threat alert: ""This is a real concern, and the reason is...the warn… https://t.co/x4nbUiMEN4",-0.5574,0.096,0.652,0.252
322,Fox,23,Sat Jan 13 17:55:18 +0000 2018,"Keith Jackson, iconic college football announcer, dies at 89 https://t.co/0GgTyrx2au",0.0,0.0,1.0,0.0
323,Fox,24,Sat Jan 13 16:32:20 +0000 2018,Kentucky to add Medicaid work requirement; first state to follow Trump plan https://t.co/UOML041ty9,0.0,0.0,1.0,0.0
324,Fox,25,Sat Jan 13 15:31:08 +0000 2018,".@HeyTammyBruce: ""For the people who've come here from those countries, they're the ones who agree - they've left t… https://t.co/FKWyUAjPcX",0.3612,0.122,0.878,0.0
325,Fox,26,Sat Jan 13 12:50:37 +0000 2018,"Kevin Kelley: ""What this president has done is a lot of deregulation."" https://t.co/7lkyrAhRnT",0.0,0.0,1.0,0.0
326,Fox,27,Sat Jan 13 07:45:00 +0000 2018,".@wikileaks founder @JulianAssange's poor hygiene sparks complaints at Ecuador Embassy, report says https://t.co/Myq9g4mIwG",-0.7003,0.0,0.655,0.345
327,Fox,28,Sat Jan 13 03:24:56 +0000 2018,"Las Vegas shooter's girlfriend said she handled his ammo, helped him load magazines, unsealed docs say (via… https://t.co/48HdxiIyqG",0.0,0.0,1.0,0.0
328,Fox,29,Sat Jan 13 01:22:47 +0000 2018,"South Carolina authorities searching for escaped inmate, sheriff says https://t.co/66LpxnOY5g",0.0,0.0,1.0,0.0
329,Fox,30,Fri Jan 12 22:43:00 +0000 2018,Original Mouseketeer Doreen Tracey dead at 74 https://t.co/kgPp5GNrC1,-0.4588,0.183,0.476,0.341
330,Fox,31,Fri Jan 12 19:46:31 +0000 2018,".@WikiLeaks founder @JulianAssange's poor hygiene sparks complaints at Ecuador Embassy, report says https://t.co/yat3Cw9Nsw #FoxNews",-0.7003,0.0,0.674,0.326
331,Fox,32,Fri Jan 12 18:01:31 +0000 2018,"War of words escalates over Trump's immigration comments - via @brookefoxnews
https://t.co/DImpk7pFZm",-0.5994,0.0,0.719,0.281
332,Fox,33,Fri Jan 12 16:16:00 +0000 2018,"Picture of ALS-stricken grandfather saying goodbye to dying granddaughter, 5, goes viral https://t.co/WV6Bvm1lgd",0.0,0.0,1.0,0.0
333,Fox,34,Fri Jan 12 14:45:05 +0000 2018,".@Johnny_Joey: ""We get up in the morning in this country and say, 'How do we change it and make it better?' That's… https://t.co/ivAJgH15wP",0.0,0.0,1.0,0.0
334,Fox,35,Fri Jan 12 13:24:33 +0000 2018,".@FLGovScott: ""We're a tourism state. 1 out of every 6 jobs in our state is tied to tourism."" #Florida https://t.co/dIATppIXKY",0.0,0.0,1.0,0.0
335,Fox,36,Fri Jan 12 11:37:45 +0000 2018,.@charliekirk11 on @FoxFriendsFirst: “We need to try to get people off of government benefits and back into the wor… https://t.co/Y4oe4renR6,0.3818,0.12,0.88,0.0
336,Fox,37,Fri Jan 12 09:00:02 +0000 2018,"Christian persecution continues to rise, more incidents against women in 2017, new report says https://t.co/07nDeubGWk",0.0,0.0,1.0,0.0
337,Fox,38,Fri Jan 12 05:00:00 +0000 2018,#Trump laments immigration from 's---hole countries' in Oval Office negotiations https://t.co/Z8lagBDHzE,-0.3612,0.0,0.8,0.2
338,Fox,39,Fri Jan 12 01:46:48 +0000 2018,"""There's a powerful contingent of speech police out there."" —@denisjfinley on why he was fired over a tweet critici… https://t.co/rlYz2CEdwU",-0.2023,0.125,0.714,0.161
339,Fox,40,Thu Jan 11 22:40:03 +0000 2018,".@dbongino: ""Nobody has pointed out one single predicate crime to point out why @realDonaldTrump's team was being s… https://t.co/cHI3OylaQu",-0.5423,0.0,0.837,0.163
340,Fox,41,Thu Jan 11 20:22:38 +0000 2018,".@PressSec on Iran nuke deal: ""The president still strongly believes this was one of the worst deals of all time.""… https://t.co/diqsW0ZI5o",-0.4588,0.083,0.754,0.163
341,Fox,42,Thu Jan 11 18:39:15 +0000 2018,"Female MS-13 gang member, 18, told teen girl 'don't forget my name' in video confession of brutal killing https://t.co/DP9HQCIgS4",-0.8331,0.064,0.611,0.325
342,Fox,43,Thu Jan 11 16:47:17 +0000 2018,BREAKING NEWS: House votes to reauthorize FISA. https://t.co/1J8o8nGbRM,0.0,0.0,1.0,0.0
343,Fox,44,Thu Jan 11 15:25:26 +0000 2018,A new @QuinnipiacPoll shows that 66% of voters believe the economy is either excellent or good. https://t.co/yAuhyfLoqL,0.765,0.32,0.68,0.0
344,Fox,45,Thu Jan 11 13:45:32 +0000 2018,".@dbongino: ""[Robert de Niro] thinks because he was a tough guy in the movies, I guess, that this transfers to real… https://t.co/Oy6NC2Q625",-0.128,0.0,0.927,0.073
345,Fox,46,Thu Jan 11 12:37:14 +0000 2018,"Acting @ICEgov Dir.: ""People who say the wall doesn't work, they obviously don't understand how operations on the b… https://t.co/e5qo443vAS",0.0,0.0,1.0,0.0
346,Fox,47,Thu Jan 11 10:44:52 +0000 2018,.@JaniceDean gives an update on the weather on @FoxFriendsFirst https://t.co/HZnuCNmZmq,0.0,0.0,1.0,0.0
347,Fox,48,Thu Jan 11 07:15:00 +0000 2018,"OPINION: This is what happens when @realDonaldTrump tweets out your email address, via @mgoodwin_nypost https://t.co/FZM8Q3Wzky",0.0,0.0,1.0,0.0
348,Fox,49,Thu Jan 11 03:42:51 +0000 2018,"RT @FoxBusiness: .@SecShulkin on homelessness: ""The @POTUS has put more money into the budget this year to reduce veterans homelessness."" h…",0.0,0.0,1.0,0.0
349,Fox,50,Thu Jan 11 01:04:26 +0000 2018,"""#Obama tried it. Couldn't do it. #Bush tried it. Couldn't do it. #DonaldTrump will be the president that can do it… https://t.co/McXrCvO82A",0.0,0.0,1.0,0.0
350,Fox,51,Wed Jan 10 23:16:31 +0000 2018,"President #Trump to decide on Iran nuclear deal renewal, @RichEdsonDC reports https://t.co/huGe8MUYkV",0.0,0.0,1.0,0.0
351,Fox,52,Wed Jan 10 21:48:04 +0000 2018,".@POTUS: ""There was absolutely no collusion. Everybody knows it... It's a Democrat hoax that was brought up as an e… https://t.co/2TZwSCzMik",-0.5563,0.0,0.797,0.203
352,Fox,53,Wed Jan 10 20:29:58 +0000 2018,".@erna_solberg: ""Our Norwegian constitution, the second oldest in the world...was inspired by American ideals."" https://t.co/fr1EQmNaUn",0.4939,0.186,0.814,0.0
353,Fox,54,Wed Jan 10 19:21:49 +0000 2018,"Lavish Obama Center hits mounting opposition in Chicago as profs blast plans, 'socially regressive' ideas https://t.co/Ui57vx2uDW",0.0,0.0,1.0,0.0
354,Fox,55,Wed Jan 10 18:10:03 +0000 2018,".@AGBecerra: ""I've said from the very beginning that DACA was fully legal."" https://t.co/MF0dq9mWCe",0.0,0.0,1.0,0.0
355,Fox,56,Wed Jan 10 16:59:59 +0000 2018,"On @foxandfriends, @Kathy4Truth slammed The @NewYorker for their recent controversial cover. https://t.co/Vl2bOeTNQv https://t.co/vySZyNpt3f",-0.2023,0.0,0.87,0.13
356,Fox,57,Wed Jan 10 14:56:15 +0000 2018,"Trump deserves 'big credit' for sparking North Korea talks, South Korea's president says https://t.co/M7Y95qp4CF",0.3818,0.167,0.833,0.0
357,Fox,58,Wed Jan 10 12:02:17 +0000 2018,"Trump deserves 'big credit' for sparking North Korea talks, South Korea's president says https://t.co/BR2iommiJe",0.3818,0.167,0.833,0.0
358,Fox,59,Wed Jan 10 09:00:05 +0000 2018,WATCH: A deer was caught on video charging right through a glass door at a #Wisconsin high school. https://t.co/EqPaAyaVdQ,0.0,0.0,1.0,0.0
359,Fox,60,Wed Jan 10 05:15:00 +0000 2018,Uproar over Salvadoran decision could give #Trump bargaining chip in immigration talks https://t.co/uSNekhFbuo,0.0,0.0,1.0,0.0
360,Fox,61,Wed Jan 10 02:50:49 +0000 2018,".@KellyannePolls on immigration reform: ""This is a president who is talking about national interests, not special i… https://t.co/vWjh3e3tnp",-0.0665,0.104,0.779,0.117
361,Fox,62,Wed Jan 10 00:43:54 +0000 2018,".@gen_jackkeane on North Korea talks: ""We all want something good to come out of it and I think the administration… https://t.co/LXdQZSUkXy",0.4939,0.189,0.811,0.0
362,Fox,63,Tue Jan 09 22:34:05 +0000 2018,".@AlvedaCKing: @Kaepernick7 Has 'The Method, But Not the Message'  #Cavuto https://t.co/EKaG9eHwWE",0.0,0.0,1.0,0.0
363,Fox,64,Tue Jan 09 20:32:07 +0000 2018,".@PressSec: ""[Drug trafficking] is certainly a factor. It's one of the reasons @POTUS is very committed to border s… https://t.co/6yleOHSmxU",0.5849,0.22,0.78,0.0
364,Fox,65,Tue Jan 09 18:55:31 +0000 2018,".@RepMcSally on @POTUS's bipartisan immigration meeting: ""It was a very constructive meeting."" https://t.co/KZgCemIeTu",0.0,0.0,1.0,0.0
365,Fox,66,Tue Jan 09 16:59:46 +0000 2018,"JUST IN: At least 2 people confirmed dead in Southern California mudslides triggered by winter storms, officials say https://t.co/bSJEwLKhGH",-0.6486,0.0,0.798,0.202
366,Fox,67,Tue Jan 09 14:25:27 +0000 2018,.@adrienneelrod on immigration: “There’s a way to have better border security…but absolutely building a wall is off… https://t.co/xXCMRcG6AZ,0.4404,0.162,0.838,0.0
367,Fox,68,Tue Jan 09 11:59:35 +0000 2018,"RT @FoxBusiness: JPMorgan Chase Chairman &amp; CEO Jamie Dimon on tax reform: ""Over time, it will be very good for America."" https://t.co/J6hOg…",0.4927,0.132,0.868,0.0
368,Fox,69,Tue Jan 09 09:45:00 +0000 2018,"Roseanne Barr defends Trump, says sitcom will tackle politics https://t.co/v57tLSmjq8",0.0,0.0,1.0,0.0
369,Fox,70,Tue Jan 09 05:30:01 +0000 2018,".@POTUS during remarks at the American Farm Bureau Federation’s Annual Convention: ""We are witnessing a new era of… https://t.co/3JM1JyiooP",0.0,0.0,1.0,0.0
370,Fox,71,Tue Jan 09 01:40:31 +0000 2018,WATCH: #Trump Adviser Stephen Miller Reacts to @CNN Interview  https://t.co/pvkcU1GyIX,0.0,0.0,1.0,0.0
371,Fox,72,Mon Jan 08 23:22:01 +0000 2018,"This week's #PAFarmShow features this butter sculpture which depicts a dairy cow, dairy farmer, agronomist, milk pr… https://t.co/JfHUbZbdHX",0.0,0.0,1.0,0.0
372,Fox,73,Mon Jan 08 21:39:40 +0000 2018,".@POTUS speaking to the American Farm Bureau Federation: ""You are forgotten no more."" https://t.co/IXGscbC3lB",-0.4767,0.0,0.745,0.255
373,Fox,74,Mon Jan 08 20:12:35 +0000 2018,.@POTUS arrives in Nashville for speech to American Farm Bureau Federation https://t.co/1pIshXDcDA,0.0,0.0,1.0,0.0
374,Fox,75,Mon Jan 08 18:56:36 +0000 2018,#Trump administration ends TPS for El Salvador immigrants: What are these temporary protections? https://t.co/Vey7kLfQvU,0.0,0.0,1.0,0.0
375,Fox,76,Mon Jan 08 17:37:34 +0000 2018,".@KennedyNation on Steve Bannon's #Trump criticism: ""When you go after [@POTUS'] family, and particularly his child… https://t.co/UK94HTD5gk",-0.4404,0.0,0.847,0.153
376,Fox,77,Mon Jan 08 16:00:00 +0000 2018,"Democratic strategist @EmTSusson on DACA: ""Everything [@POTUS] does is just putting more chaos into the system."" https://t.co/Zxsxzz5D8K",-0.6115,0.0,0.8,0.2
377,Fox,78,Mon Jan 08 13:25:50 +0000 2018,".@cvpayne: ""The president has done so many things with respect to removing regulations and getting the engine of ou… https://t.co/ymEe2ymgAR",0.4767,0.14,0.86,0.0
378,Fox,79,Mon Jan 08 11:00:00 +0000 2018,"Iran banning English classes in primary schools citing 'cultural invasion' fears, official says https://t.co/bWJkFFNMWe",-0.4215,0.0,0.823,0.177
379,Fox,80,Mon Jan 08 08:46:45 +0000 2018,Army says it 'inadvertently' 'liked' Mindy Kaling's tweet mocking Trump https://t.co/3jrWN8HcuL,-0.4019,0.0,0.787,0.213
380,Fox,81,Mon Jan 08 04:45:02 +0000 2018,"This morning on ""Fox &amp; Friends,"" hosts @PeteHegseth, @LisaMarieBoothe, and @GriffJenkins pointed out the big change… https://t.co/cQWUsaaoH6",0.0,0.0,1.0,0.0
381,Fox,82,Mon Jan 08 02:29:00 +0000 2018,".@Tim_Canova on DACA: ""We have to have a conversation in this country [of] what it means to be an American and how… https://t.co/9vRiBbF7FN",0.0,0.0,1.0,0.0
382,Fox,83,Mon Jan 08 00:43:00 +0000 2018,Debra Messing slams E! over wage equality during live Golden Globes red carpet interview https://t.co/GoGMcfGhBz,0.0,0.0,1.0,0.0
383,Fox,84,Sun Jan 07 22:48:04 +0000 2018,"Trump Book Author Recalls WH Visits, Rebuffs Criticism       https://t.co/jrokFD3Wpp",-0.4404,0.0,0.734,0.266
384,Fox,85,Sun Jan 07 21:51:02 +0000 2018,".@POTUS, yesterday: ""There's been no collusion between us and the Russians. Now there has been collusion between… https://t.co/5G5UH1NnOH",-0.296,0.0,0.885,0.115
385,Fox,86,Sun Jan 07 20:27:46 +0000 2018,Israel lists 20 groups to be denied entry over boycott calls https://t.co/QRgfvdAsd7,-0.6369,0.0,0.658,0.342
386,Fox,87,Sun Jan 07 19:20:24 +0000 2018,"Teacher brought back to US to face sex abuse charges, authorities say https://t.co/tecNJj3pF7",-0.743,0.0,0.636,0.364
387,Fox,88,Sun Jan 07 17:53:21 +0000 2018,BREAKING NEWS: Steve Bannon apologized for unflattering comments attributed to him in the recently released Trump W… https://t.co/SKZmCRBrFb,0.3182,0.119,0.881,0.0
388,Fox,89,Sun Jan 07 16:40:13 +0000 2018,".@Scaramucci: ""In a month or two, this book will be over, but [@realDonaldTrump's] presidency will not be.""… https://t.co/rfss34LCDM",0.0,0.0,1.0,0.0
389,Fox,90,Sun Jan 07 15:42:07 +0000 2018,".@TGowdySC: ""This time last year, Democrats wanted James Comey prosecuted. Remember that? Harry Reid wanted him pro… https://t.co/mHYxcWokBh",-0.3818,0.0,0.867,0.133
390,Fox,91,Sun Jan 07 14:49:00 +0000 2018,RT @FoxNewsSunday: .@CLewandowski_on Wolff statements in book attributed to Bannon: If that's what Steve said he owes the whole Trump famil…,0.0,0.0,1.0,0.0
391,Fox,92,Sun Jan 07 14:19:38 +0000 2018,"RT @FoxNewsSunday: Mike Pompeo, CIA Director, on “Fire and Fury”: Statements @MichaelWolffNYC made are beneath the conversation. They are t…",0.0,0.0,1.0,0.0
392,Fox,93,Sun Jan 07 11:32:09 +0000 2018,".@charliekirk11: ""You look at what the president has accomplished over the last year, it's absolutely unprecedented… https://t.co/N67iklKgGA",0.4404,0.153,0.847,0.0
393,Fox,94,Sun Jan 07 07:14:05 +0000 2018,".@JCLayfield: ""The left right now is talking from emotion. They're not talking from facts."" https://t.co/pF2t1yltdh",0.0,0.0,1.0,0.0
394,Fox,95,Sun Jan 07 03:36:06 +0000 2018,".@AriFleischer on Clinton Foundation probe: ""This investigation is not a sham, it's a leftover. A leftover from the… https://t.co/W1wZBGzIlF",0.0,0.0,1.0,0.0
395,Fox,96,Sun Jan 07 01:24:22 +0000 2018,".@CLewandowski_ on election 2016: ""You wanna know someone who didn't want to win? @HillaryClinton because she went… https://t.co/xTlsgyrCFU",-0.5096,0.0,0.788,0.212
396,Fox,97,Sat Jan 06 22:58:12 +0000 2018,"Michael Waltz on North Korea: ""The Obama administration just completely took its foot off the gas and we are where… https://t.co/9LjAGCRnTV",0.0,0.0,1.0,0.0
397,Fox,98,Sat Jan 06 21:45:02 +0000 2018,U.S. markets since election. https://t.co/8tZvr5Kpjm,0.0,0.0,1.0,0.0
398,Fox,99,Sat Jan 06 20:53:05 +0000 2018,".@VP: ""Rebuilding our military. Supporting law enforcement. Historic regulatory reform."" https://t.co/ODzS65uMvD https://t.co/aBzfFbYVew",0.4404,0.209,0.791,0.0
399,Fox,100,Sat Jan 06 19:34:42 +0000 2018,"Jerry Van Dyke, comedian, actor and younger brother of Dick Van Dyke has died at his Arkansas home at the age of 86… https://t.co/bNSHHrHWll",-0.6486,0.085,0.689,0.226
400,NYT,1,Mon Jan 15 07:09:53 +0000 2018,"Their 25-year courtship was deeply rooted in friendship, love and their shared interest in social issues https://t.co/xj09S3t8Ev",0.9147,0.495,0.505,0.0
401,NYT,2,Mon Jan 15 02:59:58 +0000 2018,"RT @nytimesarts: In the battle of the peak-TV queens, it's Victoria's turn https://t.co/JJ8nOjD3sw",-0.3818,0.0,0.822,0.178
402,NYT,3,Sun Jan 14 22:06:15 +0000 2018,"Jaguars 45, Steelers 42 | Divisional round: Jaguars Stun Steelers to Reach A.F.C. Championship Game https://t.co/Oib9KNWqS1",0.4588,0.235,0.765,0.0
403,NYT,4,Sun Jan 14 17:45:09 +0000 2018,"A former Steeler's CTE diagnosis led to a $1 billion settlement for retired players, but a technicality has left hi… https://t.co/ezbbd4vUBE",0.0,0.0,1.0,0.0
404,NYT,5,Sun Jan 14 13:09:09 +0000 2018,Op-Ed Columnist: Is There Life After Liberalism? https://t.co/hJDH8Ansf8,0.0,0.0,1.0,0.0
405,NYT,6,Sun Jan 14 08:05:22 +0000 2018,"James Spader: ""I think that men should think hard and listen carefully and perhaps we’ll learn a thing or two"" https://t.co/k6FSzb0wvF",0.0258,0.072,0.861,0.067
406,NYT,7,Sun Jan 14 03:05:28 +0000 2018,"With a $33 million donation, Jeff Bezos injected himself into one of the most contentious political debates in the… https://t.co/WstFPWY2aT",-0.3597,0.0,0.878,0.122
407,NYT,8,Sat Jan 13 22:30:09 +0000 2018,Many preschool teachers live on the edge of financial ruin https://t.co/Mt1nFvEwTy,-0.5859,0.0,0.725,0.275
408,NYT,9,Sat Jan 13 18:26:57 +0000 2018,"Keith Jackson, the down-home voice of college football for five decades, is dead at 89. ""Whoa, Nellie!"" was his sig… https://t.co/Lad2HS1f6v",-0.68,0.0,0.813,0.187
409,NYT,10,Sat Jan 13 14:22:04 +0000 2018,"In the flu battle, hydration and elevation may be your best weapons https://t.co/AbL0kfCLJr",-0.4404,0.197,0.423,0.38
410,NYT,11,Sat Jan 13 09:25:30 +0000 2018,"Texas officials illegally blocked tens of thousands of students with disabilities from special education, federal o… https://t.co/LTodQr34ml",0.1531,0.136,0.758,0.106
